Listing_ID,Host_Name,Property_Type,Location,Bedrooms,Bathrooms,Accommodates,Review_Score,Number_of_Reviews,Superhost,Host_Experience,Cleaning_Fee,Minimum_Nights,Amenities_Score,Instant_Bookable,Nightly_Price
995860,Mai Chen,Townhouse,Outer Suburb,3,2,7,4.42,10,Yes,1,65.0,1,6.0,Yes,343.25
992438,Anna Ali,Studio,Inner Suburb,1,2,2,3.84,23,Yes,3,50.0,1,4.0,Yes,204.44
996373,Ben Taylor,Apartment,CBD,2,2,5,4.41,27,No,1,49.0,2,5.0,Yes,296.45
993316,Liam Khan,Apartment,CBD,1,2,2,4.31,109,No,0,67.0,2,5.0,Yes,347.67
990456,Aisha Anderson,Apartment,Outer Suburb,1,1,4,4.41,4,No,1,32.0,2,4.0,No,140.29
991415,Anna Le,House,Regional,3,2,6,4.36,48,Yes,1,68.0,1,7.0,No,302.71
990557,Amelia Scott,Townhouse,Outer Suburb,2,1,4,4.81,24,No,3,73.0,1,5.0,Yes,248.83
994301,Arjun Taylor,Townhouse,Outer Suburb,4,3,10,4.96,11,No,3,106.0,1,7.0,Yes,314.04
991707,Lucas Le,House,Inner Suburb,3,3,6,4.32,6,No,1,74.0,1,6.0,Yes,364.21
997520,Grace Thomas,House,Regional,3,2,6,4.19,16,No,3,86.0,5,5.0,Yes,275.74
995103,Noah Patel,Townhouse,Inner Suburb,3,2,6,4.28,21,No,3,53.0,2,2.0,Yes,298.76
993979,Mei Smith,Apartment,Outer Suburb,1,2,1,4.73,85,Yes,6,47.0,2,7.0,Yes,281.56
994463,Grace Wilson,House,Inner Suburb,3,2,7,4.33,4,No,2,78.0,1,7.0,Yes,314.81
997154,Ben Taylor,Apartment,CBD,1,1,2,4.2,97,No,3,48.0,1,7.0,No,203.8
992984,Henry Clark,Villa,Inner Suburb,5,3,10,4.96,87,No,4,93.0,2,7.0,No,563.0
995730,Thomas Patel,House,Outer Suburb,4,2,10,4.5,112,Yes,9,84.0,1,6.0,Yes,441.49
996650,Oliver Khan,House,Inner Suburb,2,2,3,4.52,88,Yes,4,65.0,2,8.0,Yes,348.65
996442,James Wang,House,Regional,2,2,5,4.29,143,Yes,12,68.0,3,3.0,Yes,308.4
997799,Emma Singh,House,Outer Suburb,4,3,7,4.51,68,No,2,96.0,1,8.0,No,370.72
995478,Linh Lee,Townhouse,CBD,3,2,6,4.64,59,Yes,15,75.0,4,7.0,Yes,396.02
994536,David Martin,House,CBD,4,2,7,4.47,37,No,13,102.0,1,8.0,Yes,604.38
997729,Ava Walker,Studio,Inner Suburb,1,1,1,4.27,51,Yes,2,34.0,2,3.0,Yes,173.25
993605,Michael Harris,House,Outer Suburb,5,3,10,4.49,8,No,1,108.0,1,9.0,No,432.88
991298,Arjun Thomas,Apartment,Regional,2,2,4,4.21,6,No,1,73.0,3,6.0,No,277.11
990275,Ava King,Apartment,Inner Suburb,1,1,3,4.38,32,Yes,1,60.0,2,7.0,No,210.23
997430,Henry Thomas,House,Inner Suburb,5,2,9,4.27,110,Yes,3,88.0,1,5.0,No,474.22
995118,Mei White,House,Inner Suburb,3,2,8,4.38,25,No,1,81.0,1,6.0,Yes,496.4
990307,Olivia Walker,House,Outer Suburb,3,2,8,4.59,25,No,4,66.0,2,6.0,Yes,454.88
993639,Noah Patel,Studio,Outer Suburb,1,1,3,5.0,44,No,7,43.0,1,4.0,Yes,207.04
995912,Mai Martin,Studio,Outer Suburb,1,2,4,3.89,58,No,4,65.0,4,6.0,Yes,191.34
996766,Ethan Nguyen,Studio,Regional,1,2,2,4.28,4,No,0,67.0,2,5.0,No,133.28
996530,Noah Wilson,Apartment,Outer Suburb,2,2,3,4.05,28,No,5,63.0,1,4.0,Yes,157.06
994538,Grace Scott,Villa,Inner Suburb,5,3,9,4.21,24,Yes,1,92.0,3,5.0,Yes,590.35
990983,Michael White,Townhouse,Regional,2,2,4,4.54,80,No,10,57.0,2,3.0,No,289.51
996246,Ava Tran,House,Inner Suburb,2,2,3,4.44,161,No,1,58.0,2,5.0,Yes,308.42
993450,Ethan Le,Apartment,Regional,1,2,2,5.0,9,No,3,51.0,3,8.0,Yes,234.44
994305,Anna Chen,Villa,Inner Suburb,5,3,10,4.86,6,No,3,93.0,3,6.0,Yes,614.88
990654,Amelia Wilson,Apartment,CBD,1,1,3,4.57,23,Yes,9,29.0,1,6.0,Yes,325.9
995667,Jack Jones,House,Outer Suburb,2,1,4,4.73,137,Yes,3,63.0,3,8.0,No,319.29
993691,Aisha Jones,Apartment,CBD,2,2,5,4.09,21,No,1,68.0,2,5.0,No,289.52
995846,James Martin,Studio,Outer Suburb,1,2,1,4.34,45,Yes,2,61.0,3,6.0,Yes,248.06
991661,Henry Tran,Studio,Inner Suburb,1,1,3,4.27,41,Yes,1,37.0,2,5.0,Yes,271.7
991910,Sophie Singh,Townhouse,Regional,2,2,4,3.96,67,No,5,48.0,7,5.0,Yes,345.25
995273,Arjun Singh,Studio,CBD,1,2,1,4.55,52,No,2,34.0,3,3.0,Yes,288.32
993938,Grace Tran,Apartment,Inner Suburb,1,2,2,4.95,47,No,2,43.0,4,5.0,No,186.45
994977,Emma Le,Studio,Regional,1,1,3,4.17,18,No,6,40.0,1,5.0,No,183.54
990168,Wei Harris,Apartment,Outer Suburb,3,2,6,4.73,95,No,6,68.0,1,6.0,Yes,259.32
990812,Mia Brown,Studio,CBD,1,2,2,4.53,125,No,15,62.0,1,7.0,Yes,335.07
992080,Aisha Wang,Townhouse,Outer Suburb,3,3,8,4.41,96,Yes,8,75.0,2,5.0,Yes,404.22
991009,Mia Young,Apartment,Inner Suburb,2,2,4,4.23,57,No,5,61.0,5,3.0,Yes,172.62
990718,Oliver Scott,Apartment,Outer Suburb,1,1,2,4.23,57,Yes,1,59.0,2,7.0,No,322.23
994346,Anna Wilson,Apartment,Outer Suburb,1,2,2,4.55,31,No,4,57.0,1,6.0,Yes,256.19
996340,Amelia Brown,House,Regional,3,2,7,4.79,68,Yes,4,82.0,2,7.0,Yes,321.53
994047,Lucas Harris,House,Inner Suburb,5,3,9,4.34,33,Yes,6,90.0,2,6.0,Yes,390.01
991375,Thomas Wang,Studio,Inner Suburb,1,1,2,4.21,26,Yes,0,57.0,1,5.0,No,184.11
991342,William Wang,Apartment,Regional,2,2,4,4.52,79,Yes,4,45.0,3,3.0,Yes,177.77
994325,Chloe Brown,House,Regional,3,2,7,4.89,45,Yes,6,83.0,1,6.0,No,314.81
997887,Lily Brown,Apartment,Outer Suburb,3,2,7,4.78,52,No,15,81.0,3,8.0,Yes,325.1
994973,Zoe Taylor,Apartment,Outer Suburb,1,1,2,4.54,23,No,0,54.0,1,7.0,Yes,185.73
994222,Ben Smith,Apartment,CBD,1,2,2,4.39,38,No,3,53.0,3,6.0,No,292.45
990130,Omar Brown,Townhouse,CBD,3,2,8,4.69,69,No,3,76.0,3,4.0,Yes,384.13
993604,Ava Brown,Apartment,Inner Suburb,1,1,2,4.61,44,Yes,8,45.0,2,4.0,Yes,204.96
992219,Henry Harris,Apartment,CBD,2,2,5,4.31,43,No,3,66.0,2,6.0,Yes,343.21
997036,Lily Clark,Townhouse,Outer Suburb,4,2,8,4.59,51,Yes,10,66.0,2,7.0,Yes,470.84
997400,Lily Jones,Apartment,CBD,2,1,3,4.14,49,No,1,58.0,3,3.0,No,306.8
992725,Isla Harris,Apartment,Outer Suburb,1,2,1,4.2,21,Yes,1,58.0,1,4.0,Yes,283.26
996586,Minh Young,House,Regional,3,2,8,4.31,102,Yes,5,64.0,2,4.0,Yes,442.19
997545,Lily Tran,Apartment,Outer Suburb,1,1,4,4.36,28,Yes,0,52.0,7,7.0,Yes,284.73
993367,Olivia Taylor,Apartment,Outer Suburb,2,2,4,4.3,7,No,1,41.0,2,3.0,No,173.87
996063,Mia White,House,Regional,3,3,6,4.2,144,No,2,58.0,7,3.0,Yes,394.59
995307,Liam King,Apartment,Outer Suburb,3,3,6,4.65,38,Yes,1,80.0,1,6.0,No,278.27
992201,Emma Walker,Townhouse,Outer Suburb,4,2,10,4.45,38,No,1,66.0,4,7.0,Yes,323.71
991852,Omar Walker,Townhouse,Inner Suburb,2,3,6,4.7,24,No,8,58.0,3,6.0,Yes,325.47
993570,James Khan,Studio,Outer Suburb,1,2,2,4.85,117,No,15,59.0,3,7.0,No,294.41
993084,Mei Lee,House,Regional,5,3,10,4.55,131,No,8,90.0,2,8.0,Yes,407.73
996363,Ben Tran,Apartment,CBD,2,1,6,4.8,136,Yes,5,64.0,2,7.0,Yes,366.78
992142,Emma Jones,House,Inner Suburb,2,2,5,4.27,84,No,0,55.0,1,5.0,Yes,327.95
990989,Omar Wang,Apartment,Regional,1,1,4,4.39,71,No,1,39.0,3,5.0,Yes,157.19
995083,Thomas Martin,House,Outer Suburb,5,3,10,4.15,71,Yes,6,93.0,3,9.0,Yes,407.39
991003,Mia Chen,Apartment,Outer Suburb,1,1,4,4.15,48,No,0,46.0,2,6.0,Yes,222.3
997331,Anna White,Apartment,Inner Suburb,1,1,1,4.36,47,Yes,9,48.0,4,6.0,Yes,256.28
990593,Chloe Singh,Studio,Outer Suburb,1,1,1,4.15,80,Yes,5,57.0,1,7.0,Yes,220.92
991868,Isla Taylor,House,Regional,3,2,6,4.6,11,No,4,71.0,1,6.0,No,251.34
993302,Sarah Taylor,House,CBD,5,3,10,4.52,17,Yes,1,99.0,2,9.0,Yes,466.71
997301,Ben Young,Apartment,Outer Suburb,1,1,3,4.21,2,No,0,47.0,2,5.0,Yes,150.28
997441,Mai Walker,Studio,Inner Suburb,1,2,2,4.36,15,No,0,44.0,2,5.0,Yes,234.48
991457,Noah Walker,House,Inner Suburb,3,2,6,4.3,51,Yes,15,54.0,4,4.0,No,353.73
990366,Lily Tran,Studio,Outer Suburb,1,2,2,4.4,102,Yes,15,40.0,3,3.0,No,235.08
993704,William King,Apartment,Outer Suburb,1,1,1,4.01,49,No,3,46.0,2,3.0,No,167.6
996394,Mia Jones,Studio,Regional,1,1,1,4.41,11,Yes,0,50.0,5,4.0,Yes,72.02
996748,Wei Lee,Studio,Outer Suburb,1,2,2,4.14,11,No,5,57.0,4,4.0,Yes,277.68
995180,Ethan Smith,Apartment,Outer Suburb,1,1,2,3.93,67,Yes,3,50.0,1,5.0,Yes,146.03
990060,Emily Khan,Townhouse,Regional,3,3,7,4.46,45,No,10,68.0,1,,No,297.89
996276,Ben Clark,Apartment,Inner Suburb,1,1,4,4.42,27,Yes,3,40.0,1,3.0,Yes,185.54
991459,Samuel Harris,House,Inner Suburb,3,2,8,4.27,31,Yes,1,79.0,7,7.0,No,338.24
992218,Lucas Nguyen,Townhouse,Outer Suburb,3,3,6,4.4,17,No,3,71.0,1,6.0,No,346.74
997899,Ethan Anderson,Villa,CBD,5,4,9,4.77,32,No,1,82.0,2,6.0,No,597.43
995063,Linh White,House,Outer Suburb,4,3,8,4.52,17,No,6,84.0,3,7.0,Yes,424.01
995177,Ava Ali,House,Regional,3,2,6,4.71,90,No,4,75.0,1,7.0,Yes,369.8
990058,Amelia Khan,House,Inner Suburb,5,3,10,4.61,91,Yes,8,89.0,2,6.0,Yes,492.38
997133,Henry Tran,Apartment,Outer Suburb,2,2,4,5.0,35,No,6,59.0,3,8.0,Yes,292.47
995131,Ava Ali,Studio,Inner Suburb,1,1,2,4.27,24,No,1,54.0,2,6.0,No,154.95
997851,Chloe King,House,CBD,3,2,7,4.46,24,Yes,2,87.0,2,7.0,Yes,404.28
991403,Mei Walker,Studio,CBD,1,1,2,4.28,35,No,3,57.0,3,5.0,No,196.92
997788,William Singh,Apartment,Outer Suburb,1,2,3,4.3,73,No,15,59.0,2,6.0,Yes,225.86
997288,Emma Khan,House,Outer Suburb,3,3,6,4.49,57,No,8,69.0,3,6.0,Yes,413.07
997003,Mai Clark,Apartment,Regional,3,2,7,4.61,65,Yes,9,71.0,2,6.0,No,277.11
997263,Isla Ali,House,Inner Suburb,5,3,10,4.45,76,No,1,93.0,1,7.0,Yes,458.32
993868,Samuel White,Apartment,Regional,1,2,3,,32,No,0,,5,4.0,No,188.35
991262,An Patel,Apartment,Regional,3,2,6,4.49,67,No,4,78.0,3,9.0,Yes,274.9
994473,Emily White,House,Outer Suburb,3,2,7,4.56,15,Yes,2,59.0,3,5.0,Yes,279.02
997779,Sophie Martin,Apartment,CBD,1,1,2,4.8,25,No,2,33.0,3,6.0,No,290.72
995643,David White,Townhouse,Inner Suburb,4,3,7,4.57,152,No,0,87.0,7,6.0,Yes,377.06
995914,Ethan Taylor,Townhouse,CBD,4,4,7,4.59,7,No,0,94.0,3,7.0,No,406.77
997168,Noah Harris,Apartment,Outer Suburb,1,1,1,4.28,53,Yes,6,55.0,2,6.0,Yes,334.09
992549,Sophie King,Apartment,Inner Suburb,2,2,5,4.63,25,No,2,63.0,3,7.0,No,254.92
990141,Ava Le,Apartment,Inner Suburb,2,1,4,4.25,15,No,0,50.0,1,6.0,No,250.71
996633,Samuel Scott,House,Regional,2,2,3,4.25,46,No,11,41.0,1,4.0,Yes,299.24
991614,Mei Ali,Apartment,CBD,2,1,5,4.6,36,No,4,75.0,2,8.0,No,262.83
993966,Emma Thomas,Apartment,Outer Suburb,1,2,1,3.97,34,No,6,49.0,7,5.0,No,196.17
994119,Michael Jones,Apartment,Outer Suburb,1,2,4,4.72,41,No,3,51.0,1,5.0,No,309.53
992226,Ava Young,Apartment,CBD,2,2,6,4.78,32,Yes,1,67.0,1,6.0,Yes,291.4
991866,Jack Lee,House,CBD,4,2,9,4.68,58,Yes,5,84.0,1,6.0,No,487.45
994250,Ethan Walker,Townhouse,CBD,3,2,7,4.32,20,No,6,81.0,1,6.0,No,313.92
997320,Linh Young,Townhouse,Inner Suburb,2,2,6,3.96,64,No,1,53.0,1,3.0,Yes,363.28
993320,Chloe Chen,House,Outer Suburb,3,2,8,4.34,47,Yes,7,64.0,2,7.0,Yes,384.69
990385,Grace Thomas,House,Inner Suburb,5,4,10,4.81,73,No,9,119.0,2,8.0,No,506.04
990972,Omar Chen,House,CBD,5,3,10,4.31,44,No,3,87.0,1,5.0,Yes,452.51
991783,Noah Jones,Villa,Outer Suburb,3,2,7,4.45,17,No,1,76.0,2,6.0,Yes,354.73
990075,Jack White,House,CBD,2,2,6,4.37,103,Y,4,71.0,2,5.0,No,281.26
997113,Jack Smith,House,Regional,3,3,5,4.34,72,No,7,59.0,2,4.0,No,321.83
997180,Jack Taylor,Apartment,Inner Suburb,2,1,4,4.61,38,No,15,60.0,7,6.0,No,276.71
996728,Liam Wang,House,Regional,4,2,9,4.07,45,No,0,86.0,3,7.0,Yes,367.04
991936,Grace Singh,Apartment,Outer Suburb,2,3,5,4.38,24,No,3,41.0,1,4.0,No,258.99
992360,Michael Young,House,CBD,2,2,5,4.52,55,No,3,58.0,1,6.0,No,286.0
992006,Sarah Thomas,Apartment,CBD,1,2,2,4.18,40,Yes,3,53.0,1,3.0,No,207.89
996310,Mai Singh,Apartment,Inner Suburb,3,2,5,4.73,44,Yes,6,67.0,2,6.0,No,377.71
995955,Zoe Harris,Townhouse,Outer Suburb,3,2,5,4.0,23,No,1,66.0,1,4.0,No,328.49
993140,Mei Wang,Townhouse,Inner Suburb,4,2,7,4.14,33,Yes,3,89.0,2,7.0,Yes,405.51
992392,Liam Walker,Apartment,Inner Suburb,2,3,6,4.27,11,No,2,63.0,2,4.0,No,379.77
994920,Samuel Chen,Apartment,Outer Suburb,1,1,2,4.24,53,Yes,1,36.0,3,5.0,No,193.88
990438,Noah Wilson,Studio,Regional,1,2,2,4.52,25,No,6,61.0,2,5.0,Yes,168.89
996148,Hannah Taylor,Apartment,Inner Suburb,2,2,6,4.43,40,No,7,52.0,1,5.0,No,335.64
995637,Michael Anderson,Apartment,CBD,1,2,2,,41,No,5,40.0,2,1.0,Yes,306.3
997378,Emily Anderson,Apartment,Inner Suburb,1,1,2,4.29,95,Yes,13,48.0,3,6.0,Yes,356.86
992996,Thomas Wilson,Apartment,CBD,1,1,2,4.92,110,No,15,55.0,3,6.0,No,248.44
997659,Olivia Smith,Apartment,Inner Suburb,1,1,2,4.45,54,Yes,6,51.0,2,7.0,Yes,217.94
990664,Ava Chen,House,CBD,3,3,6,4.62,31,Yes,4,73.0,1,7.0,No,495.91
990477,Oliver Ali,Villa,CBD,5,3,10,4.85,205,No,0,110.0,7,9.0,Yes,710.82
992792,Olivia Walker,Apartment,CBD,2,2,6,4.34,67,No,0,44.0,1,4.0,No,363.1
991351,Chloe Chen,Apartment,Inner Suburb,1,1,1,4.31,57,No,3,50.0,2,4.0,No,188.17
997431,Michael Walker,House,CBD,4,3,7,4.7,92,No,1,90.0,1,6.0,No,429.96
992586,David Thomas,Apartment,Regional,3,2,8,4.36,0,No,0,86.0,3,6.0,Yes,245.63
996315,Isla Jones,Townhouse,Inner Suburb,4,2,10,4.32,38,Yes,0,100.0,1,9.0,Yes,355.56
994427,Anna White,Apartment,CBD,1,1,3,4.55,49,Yes,0,39.0,1,4.0,Yes,248.85
995512,Mei Jones,Apartment,CBD,2,2,4,4.68,12,No,2,63.0,1,6.0,No,416.51
997363,Ava Chen,Apartment,Inner Suburb,1,2,4,4.84,96,Yes,13,58.0,2,6.0,No,301.64
995850,James Wang,House,Inner Suburb,4,3,10,4.13,21,Yes,1,79.0,2,3.0,No,413.65
990176,Mei Wilson,Apartment,CBD,2,2,5,4.74,39,No,1,57.0,1,5.0,Yes,333.55
994665,Sarah King,House,CBD,3,2,7,4.27,21,No,10,67.0,2,3.0,Yes,478.57
990218,Hannah Smith,Villa,CBD,4,2,9,4.17,74,Yes,4,82.0,1,9.0,No,455.28
991596,Isla Smith,House,Inner Suburb,3,2,7,4.49,72,Yes,8,67.0,3,7.0,Yes,438.45
994888,Emily Harris,Townhouse,Inner Suburb,3,2,6,4.45,44,Yes,3,63.0,1,5.0,Yes,325.84
996818,William Ali,Apartment,Regional,2,2,4,4.29,42,No,3,75.0,2,10.0,No,235.57
995976,Ethan Khan,Townhouse,CBD,2,3,4,4.72,161,Yes,6,86.0,2,5.0,Yes,381.32
996537,Priya Walker,Studio,CBD,1,2,2,4.77,31,No,1,56.0,1,6.0,No,268.11
996886,Zoe Patel,Apartment,Outer Suburb,1,1,4,4.26,30,No,5,39.0,1,4.0,Yes,136.98
991795,Samuel Singh,Apartment,Regional,1,1,1,4.57,112,No,2,50.0,5,5.0,Yes,236.75
995827,Sarah Wang,House,Outer Suburb,3,3,8,4.32,97,No,2,82.0,1,7.0,Yes,334.71
991591,Arjun Le,Apartment,Inner Suburb,1,2,3,4.33,5,No,1,50.0,1,6.0,No,345.0
994912,Michael Taylor,House,CBD,4,3,8,4.74,57,Yes,1,94.0,3,7.0,Yes,524.83
993917,Mia Scott,House,Inner Suburb,4,3,7,4.24,14,No,1,93.0,3,7.0,Yes,359.17
990209,Liam Khan,Apartment,CBD,1,2,1,4.34,5,No,1,42.0,10,5.0,No,278.18
993683,Mai Smith,Apartment,CBD,2,2,3,4.4,12,No,1,48.0,1,5.0,No,342.52
992513,Emily Taylor,Apartment,Outer Suburb,1,2,3,,20,No,3,,1,2.0,No,233.42
992855,Mei Ali,Townhouse,Regional,2,2,6,4.37,23,No,6,61.0,3,7.0,Yes,235.95
997919,Hannah Walker,Studio,Inner Suburb,1,1,2,4.45,77,Yes,4,40.0,1,5.0,Yes,265.59
991509,Ethan Harris,Townhouse,Inner Suburb,3,2,7,5.0,9,No,4,77.0,3,7.0,Yes,466.79
993203,Daniel White,House,CBD,2,2,3,4.5,4,No,1,72.0,3,9.0,No,374.64
997579,Aisha Wang,Apartment,Inner Suburb,2,1,4,4.56,33,No,4,71.0,2,8.0,No,278.73
993521,Lucas Ali,House,Regional,3,2,7,4.71,57,No,6,76.0,1,8.0,Yes,269.38
993026,Priya Singh,House,CBD,3,2,8,4.36,66,No,0,63.0,2,5.0,Yes,462.38
990338,Mia Wilson,Apartment,Inner Suburb,1,1,4,4.74,21,No,1,57.0,1,4.0,No,219.58
991695,Mai Khan,Studio,Outer Suburb,1,1,2,3.83,69,Yes,2,50.0,1,5.0,No,151.23
991164,Wei Singh,House,Inner Suburb,3,3,6,,63,No,0,82.0,3,8.0,No,387.1
990665,Omar Nguyen,Apartment,Outer Suburb,2,1,6,4.42,46,No,2,78.0,1,7.0,Yes,275.4
991152,James King,Apartment,Inner Suburb,1,1,2,4.39,145,No,1,48.0,1,6.0,Yes,129.33
995954,Omar Anderson,Apartment,Regional,1,2,3,4.87,57,Yes,3,48.0,1,,Yes,221.22
990063,Ethan Scott,Studio,Outer Suburb,1,1,2,4.42,44,No,1,61.0,2,6.0,No,160.75
996099,Ava Le,Townhouse,Inner Suburb,3,2,8,4.84,59,Yes,11,79.0,2,,No,368.57
994874,Chloe Taylor,Studio,Inner Suburb,1,2,4,3.98,39,No,3,52.0,1,3.0,Yes,195.5
996199,James Wang,Apartment,Outer Suburb,1,1,2,3.38,56,No,7,53.0,1,8.0,Yes,141.86
997602,Isla Ali,Apartment,CBD,2,1,4,4.34,3,No,0,53.0,2,6.0,No,316.61
994492,Zoe Jones,Townhouse,CBD,3,2,6,4.45,22,No,3,57.0,3,1.0,Yes,284.82
990087,Jack Clark,Apartment,Inner Suburb,3,2,6,4.81,14,No,2,86.0,2,6.0,Yes,255.23
991625,Daniel Anderson,Villa,Regional,3,3,6,4.35,46,No,10,82.0,2,6.0,Yes,358.66
993709,Noah Taylor,Apartment,CBD,2,2,4,4.63,31,No,3,48.0,5,4.0,No,368.14
991960,Linh Wilson,Apartment,Outer Suburb,1,2,3,4.52,96,Yes,4,42.0,1,8.0,Yes,157.47
997184,Amelia Jones,Studio,Outer Suburb,1,1,3,4.16,33,No,5,59.0,3,5.0,No,215.33
996422,Emma Smith,House,Inner Suburb,4,3,9,4.61,8,No,2,75.0,2,3.0,Yes,386.47
996730,Michael Smith,House,Regional,3,3,6,4.6,33,No,1,82.0,4,9.0,Yes,443.01
997605,Chloe Wang,Apartment,Outer Suburb,1,1,2,4.48,249,Yes,12,60.0,1,5.0,No,283.89
996680,Hannah Wang,Studio,Outer Suburb,1,1,1,4.28,35,Yes,2,60.0,2,9.0,No,216.35
997513,Noah Chen,House,CBD,2,2,5,4.08,29,No,10,66.0,4,5.0,Yes,361.99
991421,Mei Young,Townhouse,CBD,3,3,6,4.32,40,No,1,65.0,2,5.0,No,329.59
991397,Isla Martin,House,CBD,4,2,8,4.42,96,No,2,70.0,3,4.0,Yes,396.4
992154,Lucas Patel,Studio,Regional,1,2,1,4.51,8,No,1,45.0,1,5.0,Yes,206.84
993858,Ethan Ali,Apartment,Regional,2,2,4,4.15,33,No,15,67.0,2,6.0,Yes,211.36
990830,Lucas Clark,Villa,Outer Suburb,3,3,7,4.73,39,No,0,62.0,3,6.0,Yes,345.98
992291,Sophie Walker,Apartment,CBD,1,2,3,4.01,69,No,1,39.0,4,5.0,Yes,262.92
995422,Emma Martin,Townhouse,Outer Suburb,3,2,6,4.43,47,No,3,65.0,1,4.0,No,292.53
993757,Omar Harris,Apartment,Inner Suburb,1,2,2,4.35,41,No,0,50.0,2,3.0,Yes,269.13
992706,Jack Khan,Apartment,Inner Suburb,1,1,4,,50,Yes,7,,2,6.0,Yes,285.26
994070,Olivia Taylor,Apartment,Inner Suburb,2,2,4,4.64,50,Yes,2,65.0,1,6.0,Yes,243.94
996772,Liam Wang,Apartment,Outer Suburb,2,2,5,4.27,31,No,0,63.0,3,5.0,Yes,266.25
993219,Grace Ali,House,Outer Suburb,4,3,8,4.21,12,No,5,69.0,1,4.0,Yes,396.94
994281,Jack Jones,Villa,Outer Suburb,2,2,4,4.46,71,No,7,67.0,1,6.0,Yes,343.67
990006,Wei Clark,Townhouse,Regional,3,3,5,4.88,63,No,3,74.0,7,4.0,No,176.99
991913,Hannah Scott,Studio,Inner Suburb,1,1,4,4.02,42,No,0,58.0,1,6.0,Yes,253.07
991108,Olivia Thomas,House,Regional,3,1,7,4.38,50,Yes,7,62.0,5,6.0,Yes,381.11
990440,Aisha Scott,Studio,CBD,1,1,2,4.09,103,Yes,6,50.0,2,6.0,No,136.04
995198,Henry Clark,Apartment,Outer Suburb,1,1,2,,46,No,5,,1,6.0,No,124.23
996740,Samuel Nguyen,Apartment,Outer Suburb,1,1,2,4.45,156,Yes,3,47.0,1,5.0,No,158.31
995464,Sophie Young,Studio,CBD,1,2,2,4.49,29,No,9,62.0,1,5.0,Yes,274.71
995528,Liam Khan,Apartment,Inner Suburb,1,1,4,4.66,37,Yes,0,38.0,5,5.0,No,179.81
994550,Emily Patel,House,CBD,2,2,4,4.25,28,No,2,60.0,2,5.0,Yes,332.22
995292,David Clark,Studio,Inner Suburb,1,1,2,4.57,26,No,3,28.0,2,4.0,Yes,179.49
995066,Wei Scott,Villa,Outer Suburb,5,3,10,4.72,11,No,2,96.0,3,5.0,No,469.5
990160,Wei Clark,Studio,Regional,1,1,2,4.0,14,No,5,51.0,2,2.0,Yes,111.65
995204,Emily Martin,House,Inner Suburb,3,2,5,4.72,49,Yes,7,66.0,1,6.0,Yes,359.83
995370,Zoe Wilson,Villa,CBD,2,1,4,4.61,168,No,1,62.0,5,8.0,Yes,402.45
992707,Lucas Jones,Apartment,Inner Suburb,1,2,2,4.02,82,No,10,41.0,2,6.0,No,231.43
993178,Daniel Jones,House,Inner Suburb,4,3,10,4.13,11,No,7,94.0,1,5.0,No,504.05
995390,James Nguyen,Apartment,Outer Suburb,1,2,2,4.63,79,Yes,0,54.0,10,6.0,No,127.01
990935,Hannah Wilson,Apartment,Outer Suburb,1,1,4,4.66,32,No,3,43.0,1,6.0,Yes,249.14
993643,Sarah Tran,Apartment,Outer Suburb,1,1,2,4.54,13,No,2,49.0,2,8.0,Yes,173.42
992098,David Jones,Apartment,Inner Suburb,1,1,3,5.0,53,No,0,45.0,1,7.0,Yes,132.36
996210,William Patel,House,Outer Suburb,3,3,6,3.94,54,Yes,7,60.0,7,4.0,No,442.9
994201,An Nguyen,Apartment,Regional,1,2,1,4.58,27,No,0,42.0,2,5.0,Yes,197.08
996015,Noah Wilson,Apartment,CBD,1,2,1,4.6,33,Yes,0,59.0,2,5.0,Yes,289.7
992992,Lily Thomas,Apartment,Inner Suburb,2,1,4,4.89,173,Yes,8,57.0,1,6.0,No,329.24
990622,An Nguyen,Studio,CBD,1,2,2,4.61,42,Yes,5,42.0,1,3.0,Yes,256.75
993914,David Martin,Studio,CBD,1,2,4,4.07,31,No,6,48.0,3,5.0,Yes,219.11
994861,James Chen,Townhouse,CBD,4,2,7,4.34,15,No,4,89.0,1,5.0,Yes,382.29
993872,William White,Apartment,Inner Suburb,1,1,4,4.61,21,No,5,45.0,5,7.0,Yes,244.67
994778,Oliver Tran,House,Inner Suburb,4,2,9,4.87,39,Yes,4,72.0,1,7.0,Yes,433.11
997795,Noah Walker,Villa,Inner Suburb,5,3,10,,64,No,2,,2,8.0,No,559.78
994011,An Khan,House,Inner Suburb,3,2,7,4.58,45,Yes,5,68.0,2,6.0,Yes,349.94
994394,Zoe Anderson,Apartment,Outer Suburb,1,1,4,4.51,15,No,1,45.0,2,5.0,No,227.07
992560,William King,Studio,Outer Suburb,1,2,1,5.0,40,Yes,1,47.0,3,8.0,No,218.26
993869,Hannah Scott,House,CBD,3,2,7,4.44,19,No,3,53.0,7,5.0,Yes,455.68
994248,Isla Harris,Villa,CBD,5,3,10,4.87,45,Yes,3,114.0,1,9.0,Yes,639.29
994651,Emma Harris,Apartment,CBD,2,2,3,4.25,38,Yes,5,57.0,2,7.0,Yes,434.99
991590,Zoe Patel,Townhouse,Regional,3,2,5,4.27,14,No,2,55.0,1,4.0,Yes,343.26
990559,Aisha Thomas,Townhouse,Inner Suburb,3,2,5,4.4,32,No,2,97.0,4,6.0,Yes,442.13
